response,set,alg,Variable,Importance,Stderr,type
mean,A,lme,GWT_max,0.0324216514989782,0.0053427009971061005,permutation
mean,A,lme,GWL_mean_7day,-0.003030224751150501,1.638363855041503e-4,permutation
mean,A,lme,ppt,0.0028702321770451844,0.001195118833796431,permutation
mean,A,lme,Air_trange,0.016020253900109638,0.0030280340851084045,permutation
mean,A,lme,WL_daily_range,-0.0031539635352208053,7.123775677438613e-4,permutation
mean,A,lme,GWT_range,-0.0017255082015494305,2.859075667220301e-4,permutation
mean,A,lme,GWL_range,0.008557098059084134,0.0022487475502793127,permutation
mean,A,lme,Water_area_m2_3d,-0.02606816281037213,0.005420625101420866,permutation
mean,A,lme,Elev_m,0.36284461316943417,0.03157611070381037,permutation
mean,A,lme,Size_km2,0.9370892734836037,0.03519901775960912,permutation
mean,B,lme,Solar_3d,0.13617178784005687,0.009349274615369498,permutation
mean,B,lme,Air_tmin,0.10987955902602284,0.006588102623406512,permutation
mean,B,lme,ppt,0.0026409991921251263,7.524236700724021e-4,permutation
mean,B,lme,Air_trange,0.013247916504568191,0.001648047518175457,permutation
mean,B,lme,Elev_m,1.2867890631709422,0.0408329418828256,permutation
mean,B,lme,Size_km2,1.1221638480882816,0.02735805524896426,permutation
range,A,lme,Solar_daily,0.12445559327820557,0.00854839643954111,permutation
range,A,lme,Air_tmin_3day,0.005610422188513575,0.003963154584900287,permutation
range,A,lme,GWT_max_7day,0.009037361390895015,0.01132176151719713,permutation
range,A,lme,GWL_max_7day,-0.025360214581291785,0.006416297877028718,permutation
range,A,lme,ppt,0.0020009858422342154,7.471533777914162e-4,permutation
range,A,lme,Air_trange,1.745829048258152e-4,7.959341543324492e-5,permutation
range,A,lme,WL_daily_range,-0.009681326683230972,0.0013991509555784359,permutation
range,A,lme,GWT_range,-0.0015066102786373547,3.0966556013255236e-4,permutation
range,A,lme,GWL_range,-0.009977288559720177,0.0036861751570691002,permutation
range,A,lme,Water_area_m2_3d,-5.97753198916029e-4,2.4259903656328351e-4,permutation
range,A,lme,Elev_m,-6.605553395502062e-4,8.950452389005361e-4,permutation
range,A,lme,Size_km2,0.377274490438379,0.024383565059392116,permutation
range,B,lme,Solar_daily,0.26869876483536653,0.012777971482717004,permutation
range,B,lme,Air_tmin_3day,0.0011411923143391344,0.002933029629447971,permutation
range,B,lme,ppt,0.005677554027106213,0.0020057723097459323,permutation
range,B,lme,Air_trange,3.0574172225396047e-4,1.2684769351837028e-4,permutation
range,B,lme,Elev_m,0.9983238736957367,0.03622354922581813,permutation
range,B,lme,Size_km2,1.1269470565754824,0.023697046939269554,permutation
