"Site","Datetime","max_WT","Solar_2d","Air_tmin","GWT_max","GWL_max_7day","ppt","Air_trange","WL_daily_range","GWT_range","GWL_range","Water_area_m2_3d","Elev_m","Size_km2"
"Anvil","6/1/2023",13.269,32.46047974,1.5,5.86,2.6194123391792,0,10.6,-0.521919908368189,0.103,-0.108007013570286,22355,1176.813373,0.071
"Anvil","6/2/2023",13.846,31.6224,1.4,5.86,2.43815490848439,0,15.1,-0.422777473458233,0,-0.0251337075603812,20832,1176.813373,0.071
"Anvil","6/3/2023",14.613,31.8384,2.5,5.86,2.24084512957235,0,17.2,0.0233634836365674,0,0.264922863474286,18849,1176.813373,0.071
"Anvil","6/4/2023",15.187,31.50143921,3.7,5.962,2.02631862500864,0,19.4,-0.571491125823167,0.102,-0.149443666575239,17035,1176.813373,0.071
"Anvil","6/5/2023",15.664,31.48415947,5.5,6.064,1.80836322965516,0,16.6,0.320790788366434,0.102,0.347796169484192,14874,1176.813373,0.071
"Anvil","6/6/2023",16.427,31.58784053,6.8,6.166,1.60186691429466,0,19.3,-0.0262077338184105,0.102,0.223486210469334,13116,1176.813373,0.071
"Anvil","6/7/2023",15.76,31.1256,11.5,6.471,1.41488395869796,0,15.5,0.122505918546523,0.305,0.0991762514544765,11622.75,1176.813373,0.071
"Anvil","6/8/2023",15.378,25.0171196,10.8,6.978,1.25198354052167,0,15.4,-0.323635038548278,0.507,-0.853866767659431,10910.25,1176.813373,0.071
"Anvil","6/9/2023",14.23,14.03568007,9.5,7.179,1.11661864112319,1.29,9.4,-1.06720330037295,0.201,-1.18535999169905,10228.5,1176.813373,0.071
"Anvil","6/10/2023",15.187,17.85456046,6.7,7.28,1.02025637068469,2.72,5.4,-0.769775995643078,0.101,-0.398063584604954,9546.75,1176.813373,0.071
"Anvil","6/11/2023",15.664,29.00448105,5.8,7.682,0.958303460981937,0,13.6,0.122505918546523,0.301,-0.0251337075603812,8987.25,1176.813373,0.071
"Anvil","6/12/2023",15.951,30.93552026,6.2,7.983,0.919300832021954,0,18.5,0.271219570911457,0.301,-0.0251337075603812,8537.25,1176.813373,0.071
"Anvil","6/13/2023",15.569,30.56832026,9.9,8.282,0.905537087727655,0,15.5,-0.174921386183344,0.299,-0.273753625590096,8196.75,1176.813373,0.071
"Anvil","6/14/2023",14.421,30.53376079,4.9,8.382,0.903240453615538,0,14.8,-0.571491125823167,0.1,-0.480936890614859,7843.5,1176.813373,0.071
"Anvil","6/15/2023",14.517,31.05647974,3.4,8.481,0.905537087727655,0.44,9.9,-0.422777473458233,0.099,-0.480936890614859,7490.25,1176.813373,0.071
"Anvil","6/16/2023",15.187,28.41263921,3.5,8.581,0.918152514965896,0,15.6,0.122505918546523,0.1,0.0577395984495239,7330.607143,1176.813373,0.071
"Anvil","6/17/2023",14.421,27.1296,5.9,8.879,0.912418959874805,0,17.1,-0.769775995643078,0.298,-1.06105003268419,7364.571429,1176.813373,0.071
"Anvil","6/18/2023",13.365,21.80304053,2.8,8.978,0.925042417302248,0.94,12.5,0.0233634836365674,0.199,-0.605246849629716,7592.142857,1176.813373,0.071
"Anvil","6/19/2023",12.497,12.2126402,0.9,8.779,0.939954478652606,12.22,7.2,-0.7202047781881,0.298,-0.895303420664384,7819.714286,1176.813373,0.071
"Anvil","6/20/2023",12.11,15.53039967,1.1,8.581,0.951421588834787,6.88,6.8,-0.323635038548278,0.199,-0.646683502634669,8047.285714,1176.813373,0.071
"Anvil","6/21/2023",12.883,26.70623921,1.5,8.382,0.96519336331829,0.49,9.7,0.0729347010915453,0.2,0.0577395984495239,8274.857143,1176.813373,0.071
"Anvil","6/22/2023",13.365,32.05007974,1.6,8.382,0.980105424668648,0,17.3,0.866074180371191,0.1,0.472106128499049,8502.428571,1176.813373,0.071
"Anvil","6/23/2023",13.365,32.01984053,6.3,8.68,0.981253741724707,0,16.7,0.519075658186346,0.298,0.0577395984495239,8386.142857,1176.813373,0.071
"Anvil","6/24/2023",13.846,31.95504053,7.5,8.879,0.993869168962947,0,14.8,0.568646875641324,0.1,0.306359516479239,7926,1176.813373,0.071
"Anvil","6/25/2023",14.038,31.93776079,6.7,9.176,0.989283930927915,0,15.7,0.667789310551279,0.198,0.347796169484192,7122,1176.813373,0.071
"Anvil","6/26/2023",14.23,31.68288105,7,9.472,0.988135613871856,0,15.7,0.469504440731368,0.296,0.389232822489144,6505,1176.813373,0.071
"Anvil","6/27/2023",14.325,31.43232026,7.9,9.669,0.985838979759738,0,13.7,0.41993322327639,0.197,0.347796169484192,6075,1176.813373,0.071
"Anvil","6/28/2023",14.325,31.35887974,7.5,9.866,0.974363839388354,0,13.9,0.667789310551279,0.098,0.637852740518859,5832,1176.813373,0.071
"Anvil","6/29/2023",14.9,31.35024053,8.6,10.161,0.96519336331829,0,15.8,1.11393026764608,0.196,0.927909311553527,5589,1176.813373,0.071
"Anvil","6/30/2023",15.091,31.41072026,9.9,10.357,0.959451778037996,0,16.8,1.11393026764608,0.196,0.927909311553527,5322,1176.813373,0.071
"Anvil","7/1/2023",14.613,31.22927974,9.5,10.553,0.958303460981937,0,18,1.0643590501911,0.098,1.05221927056838,5116.875,1176.813373,0.071
"Anvil","7/2/2023",14.325,30.7368,7.5,10.553,0.950273271778729,0,17.2,1.16350148510106,0.098,1.09365592357334,4973.625,1176.813373,0.071
"Anvil","7/3/2023",14.23,30.68064053,7.6,10.553,0.942243082575521,0,18.8,1.31221513746599,0.098,1.34227584160305,4916.25,1176.813373,0.071
"Anvil","7/4/2023",14.23,30.98736079,8.5,10.651,0.928479338281221,0,18.1,1.21307270255604,0.098,1.3008391885981,4858.875,1176.813373,0.071
"Anvil","7/5/2023",13.942,30.83184053,12.3,10.651,0.911270642818746,0,15.3,1.5105000072859,0.098,1.383712494608,4801.5,1176.813373,0.071
"Anvil","7/6/2023",13.942,30.48192026,13,10.748,0.896358581468388,0,17,1.5105000072859,0.097,1.383712494608,4744.125,1176.813373,0.071
"Anvil","7/7/2023",13.846,30.28752026,11.5,10.944,0.876861282082998,0,16.4,1.0643590501911,0.196,1.09365592357334,4686.75,1176.813373,0.071
"Anvil","7/8/2023",13.654,30.22704053,9.3,11.041,0.852770714473373,0,16.6,1.41135757237595,0.097,1.3008391885981,4629.375,1176.813373,0.071
"Anvil","7/9/2023",13.654,30.1104,8.6,11.139,0.829820433730604,0,17.1,1.11393026764608,0.195,1.21796588258819,4589.625,1176.813373,0.071
"Anvil","7/10/2023",13.461,30.15792026,9.1,11.236,0.793114438882739,0,16.4,0.618218093096301,0.195,0.596416087513907,4567.5,1176.813373,0.071
"Anvil","7/11/2023",13.173,30.26592026,8.4,11.334,0.77246882244129,0,11.9,1.31221513746599,0.293,1.17652922958324,4207.5,1176.813373,0.071
"Anvil","7/12/2023",13.076,29.73023921,8.4,11.236,0.752963492866697,0,14.8,1.21307270255604,0.195,1.09365592357334,3919.5,1176.813373,0.071
"Anvil","7/13/2023",12.98,29.3976,9.5,11.236,0.727724608201013,0,14.3,0.965216615281147,0.195,1.01078261756343,3703.5,1176.813373,0.071
"Anvil","7/14/2023",12.883,29.81664053,9.7,11.236,0.708227308815624,0,14.9,1.41135757237595,0.195,1.25940253559315,3915,1176.813373,0.071
"Anvil","7/15/2023",12.69,29.79072026,10,11.334,0.689870296297089,0,18.6,1.5105000072859,0.195,1.63233241263772,4126.5,1176.813373,0.071
"Anvil","7/16/2023",12.401,28.73232026,11.5,11.431,0.673809917890673,0,20.6,1.60964244219586,0.195,1.46658580061791,4199.7,1176.813373,0.071
"Anvil","7/17/2023",11.916,28.89215947,10.4,11.625,0.65430458831608,0,17.7,0.469504440731368,0.194,0.389232822489144,4134.6,1176.813373,0.071
"Anvil","7/18/2023",11.819,29.8512,7,11.722,0.638244209909663,0,12.7,1.70878487710581,0.291,1.59089575963277,3931.2,1176.813373,0.071
"Anvil","7/19/2023",12.013,29.34144053,6.6,11.528,0.621035514447188,0,20.4,1.60964244219586,0.194,1.67376906564267,3727.8,1176.813373,0.071
"Anvil","7/20/2023",12.304,28.728,13.2,11.625,0.603834849173915,0,17.1,1.70878487710581,0.194,1.50802245362286,3524.4,1176.813373,0.071
"Anvil","7/21/2023",12.497,29.00015947,11.6,11.819,0.587774470767499,0,16.5,1.56007122474088,0.194,1.42514914761296,3688.8,1176.813373,0.071
"Anvil","7/22/2023",12.497,28.9656,10.9,12.013,0.565972507080788,0,16.1,1.46092878983093,0.194,1.46658580061791,3576,1176.813373,0.071
"Anvil","7/23/2023",12.304,28.49904053,11.2,12.11,0.541881939471163,0,15.8,1.26264392001101,0.194,1.3008391885981,3546,1176.813373,0.071
"Anvil","7/24/2023",11.625,27.5832,10.6,12.207,0.531563146345041,0,16.4,0.568646875641324,0.291,0.306359516479239,3160.2,1176.813373,0.071
"Anvil","7/25/2023",11.819,27.72144053,8.7,12.013,0.494849121307972,0.7,12.4,0.320790788366434,0.097,0.389232822489144,3063.6,1176.813373,0.071
"Anvil","7/26/2023",11.625,28.75392026,7.3,12.11,0.478788742901555,0,13.2,1.11393026764608,0.291,1.21796588258819,2896.2,1176.813373,0.071
"Anvil","7/27/2023",11.236,28.84032026,6.1,11.916,0.466173315663315,0,17.8,1.0643590501911,0.291,1.17652922958324,2728.8,1176.813373,0.071
"Anvil","7/28/2023",11.041,28.6416,7.6,11.819,0.450112937256899,0,14.4,1.16350148510106,0.291,1.34227584160305,2561.4,1176.813373,0.071
"Anvil","7/29/2023",10.846,28.34351895,7.5,11.722,0.434052558850482,0,16.6,1.16350148510106,0.194,1.17652922958324,2278.8,1176.813373,0.071
"Anvil","7/30/2023",10.455,28.296,7.6,11.722,0.421396980666226,0,15.4,1.11393026764608,0.194,1.25940253559315,2129.25,1176.813373,0.071
"Anvil","7/31/2023",9.965,28.47312026,6.9,11.722,0.411118338486119,0,15.7,1.46092878983093,0.194,1.54945910662781,2112.75,1176.813373,0.071
"Anvil","8/1/2023",9.768,28.58543921,6.2,11.722,0.413366791463017,0,18,1.85749852947075,0.291,1.88095233066743,2344.5,1176.813373,0.071
"Anvil","8/2/2023",9.768,28.53791895,6.3,11.625,0.391604978722323,0,20.2,1.5105000072859,0.194,1.59089575963277,2576.25,1176.813373,0.071
"Anvil","8/3/2023",9.866,28.2528,8.9,11.625,0.366390184624249,0,17.1,1.46092878983093,0.194,1.67376906564267,2577.75,1176.813373,0.071
"Anvil","8/4/2023",9.472,26.98704053,9.6,11.722,0.326239238608207,0,15.9,0.667789310551279,0.097,0.306359516479239,2472,1176.813373,0.071
"Anvil","8/5/2023",9.472,23.328,11.9,11.722,0.287212519080615,0,11.3,-0.0262077338184105,0.097,-0.315190278595049,2259,1176.813373,0.071
"Anvil","8/6/2023",9.669,21.91967974,12.6,11.819,0.248185799553022,0,8.5,-0.224492603638322,0.097,-0.190880319580191,2169,1176.813373,0.071
"Anvil","8/7/2023",10.063,24.20927974,11.5,11.916,0.205786400560082,0,9.1,0.519075658186346,0.097,0.969345964558479,2079,1176.813373,0.071
"Anvil","8/8/2023",10.161,24.33024053,9.1,12.11,0.159853718317731,0,14.1,1.46092878983093,0.291,1.42514914761296,1989,1176.813373,0.071
"Anvil","8/9/2023",10.455,25.04736079,8.4,12.11,0.0979409595609945,0,17.5,0.717360528006257,0.097,0.720726046528764,2062.5,1176.813373,0.071
"Anvil","8/10/2023",10.455,26.68032026,11.2,12.304,0.0336994459353279,0,11.9,1.01478783273612,0.194,0.803599352538669,2299.5,1176.813373,0.071
"Anvil","8/11/2023",10.357,26.73215947,9.1,12.304,-0.0236361049755795,0,13.3,1.16350148510106,0.291,0.927909311553527,2116.5,1176.813373,0.071
"Anvil","8/12/2023",10.357,26.58527974,8.6,12.304,-0.087877618601246,0,15.7,1.46092878983093,0.291,1.34227584160305,1350,1176.813373,0.071
"Anvil","8/13/2023",10.846,26.20944053,9.2,12.304,-0.16938403901381,0,17.4,1.36178635492097,0.194,1.21796588258819,1293,1176.813373,0.071
"Anvil","8/14/2023",11.139,26.12736079,15.3,12.594,-0.261169101606482,0,14.3,1.65921365965084,0.29,1.21796588258819,1689,1176.813373,0.071
"Anvil","8/15/2023",11.625,25.99776079,16.6,12.883,-0.36556156124819,0,16.9,1.46092878983093,0.289,1.09365592357334,2538,1176.813373,0.071
"Anvil","8/16/2023",12.11,25.77744053,18.2,13.173,-0.45847085032931,0,15.6,1.31221513746599,0.29,1.13509257657829,2547,1176.813373,0.071
"Anvil","8/17/2023",11.722,20.78784053,17.2,13.461,-0.55483312076781,0,17.4,1.01478783273612,0.192,0.637852740518859,2544,1176.813373,0.071
"Anvil","8/18/2023",11.819,20.96927974,14.2,13.558,-0.65119539120631,0,14.7,0.618218093096301,0.193,0.513542781504002,2529,1176.813373,0.071
"Anvil","8/19/2023",11.041,25.96751895,7.5,13.365,-0.736074491084222,0,16,1.16350148510106,0.482,1.05221927056838,2565,1176.813373,0.071
"Anvil","8/20/2023",11.041,25.55711895,7.9,12.883,-0.827859553676893,0,17.1,0.766931745461235,0.289,0.596416087513907,2549.25,1176.813373,0.071
"Anvil","8/21/2023",10.944,24.43823921,11.2,12.594,-0.920768842758013,0,14.1,0.0729347010915453,0.193,0.140612904459429,2481.75,1176.813373,0.071
"Anvil","8/22/2023",10.846,20.44223987,7.7,12.401,-0.999946508301647,0,13.7,0.618218093096301,0.194,0.596416087513907,2299.5,1176.813373,0.071
"Anvil","8/23/2023",10.651,21.08160066,7,12.207,-1.07679541897635,0,11.1,0.766931745461235,0.291,0.637852740518859,2117.25,1176.813373,0.071
"Anvil","8/24/2023",10.553,24.87456079,7.5,12.013,-1.15131557478212,0,13.6,1.21307270255604,0.291,0.845036005543622,1914.75,1176.813373,0.071
"Anvil","8/25/2023",11.334,24.26544053,9.1,11.916,-1.21555708840779,0,15.8,0.618218093096301,0.194,0.762162699533717,1593,1176.813373,0.071
"Anvil","8/26/2023",11.625,23.87232026,12.4,12.11,-1.3004361882857,0,14,1.01478783273612,0.194,0.762162699533717,1438.5,1176.813373,0.071
"Anvil","8/27/2023",12.304,24.00624053,12.8,12.401,-1.37045943813768,0,14.7,1.36178635492097,0.291,0.969345964558479,1471.5,1176.813373,0.071
"Anvil","8/28/2023",12.787,23.868,12.6,12.594,-1.43927815960917,0,17.2,1.01478783273612,0.193,0.720726046528764,1791,1176.813373,0.071
"Anvil","8/29/2023",12.787,22.32575947,10.8,12.787,-1.52303303299864,0.58,13.8,-0.819347213098056,0.193,-0.895303420664384,2110.5,1176.813373,0.071
"Anvil","8/30/2023",12.401,20.98223987,8.7,12.69,-1.58494579175537,1.41,6.4,-0.472348690913211,0.193,-0.770993461649526,2430,1176.813373,0.071
"Anvil","8/31/2023",11.916,14.41151993,8.2,12.497,-1.48745929482842,1.22,8.7,-0.2740638210933,0.387,4.49146146997944,2749.5,1176.813373,0.071
"Anvil","9/1/2023",10.944,12.39840033,9.7,12.11,-1.38997279790148,14.1,2.9,-0.819347213098056,0.097,-0.729556808644574,3069,1176.813373,0.071
"Anvil","9/2/2023",11.334,19.3276804,10.5,12.013,-1.28782879123667,1.01,4.8,0.667789310551279,0.194,0.637852740518859,3388.5,1176.813373,0.071
"Anvil","9/3/2023",11.528,21.2500804,11.2,12.013,-1.20752689920458,0,12,-0.373206256003255,0.194,-0.522373543619811,3509.25,1176.813373,0.071
"Anvil","9/4/2023",11.528,21.2716804,8.6,12.013,-1.12955376204143,2.33,8.9,-0.868918430553034,0,-0.812430114654479,3431.25,1176.813373,0.071
"Anvil","9/5/2023",11.334,22.0708804,6.6,12.013,-1.03664447296031,0.46,6,0.519075658186346,0.194,0.389232822489144,3154.5,1176.813373,0.071
"Anvil","9/6/2023",10.651,22.356,5.5,11.819,-0.960919788774055,0,12.4,0.915645397826169,0.388,0.886472658548574,2877.75,1176.813373,0.071
"Anvil","9/7/2023",9.965,18.8827196,5.1,11.528,-1.05615783272411,0,14.6,0.915645397826169,0.292,0.803599352538669,2669.25,1176.813373,0.071
"Anvil","9/8/2023",9.965,18.78767974,6.6,11.334,-1.16512750021164,0,12.6,1.46092878983093,0.195,0.927909311553527,2529,1176.813373,0.071
"Anvil","9/9/2023",9.965,21.7512,6.3,11.139,-1.27755014905656,0,16.1,1.56007122474088,0.098,1.05221927056838,2498.25,1176.813373,0.071
"Anvil","9/10/2023",10.259,21.22416013,10.8,11.139,-1.38073808031779,0,14.5,1.46092878983093,0.098,1.01078261756343,2508.75,1176.813373,0.071
"Anvil","9/11/2023",10.651,20.52863987,10.3,11.236,-1.48400631347104,0,13.7,1.11393026764608,0.097,0.596416087513907,2560.5,1176.813373,0.071
"Anvil","9/12/2023",10.651,19.9195196,9.2,11.236,-1.59185175447013,0,11,0.766931745461235,0.195,0.223486210469334,2612.25,1176.813373,0.071
"Anvil","9/13/2023",10.357,20.36015947,8.9,11.139,-1.69511998762339,0,11.3,0.866074180371191,0.098,0.182049557464382,2552.25,1176.813373,0.071
"Anvil","9/14/2023",10.357,21.1032,8.2,11.139,-1.76281448260644,0,13.8,1.85749852947075,0.195,0.969345964558479,2380.5,1176.813373,0.071
"Anvil","9/15/2023",9.768,21.02976013,9.5,10.944,-1.81669705215997,0,17.1,1.75835609456079,0.196,0.886472658548574,2260.5,1176.813373,0.071
"Anvil","9/16/2023",10.161,20.53296013,11.6,10.944,-1.85114656384173,0,17.5,1.70878487710581,0.098,1.01078261756343,2304,1176.813373,0.071
"Anvil","9/17/2023",10.259,19.7856,10.6,10.944,-1.86833116873659,0,17.9,1.26264392001101,0.098,0.513542781504002,2406,1176.813373,0.071
"Anvil","9/18/2023",10.357,18.93023987,9.9,10.944,-1.8786098109167,0,13.5,-0.125350168728366,0.098,-0.605246849629716,2403,1176.813373,0.071
"Anvil","9/19/2023",9.866,18.76176013,4.6,10.944,-1.86945539522504,0,11.3,0.469504440731368,0.391,-0.108007013570286,2295,1176.813373,0.071
"Anvil","9/20/2023",8.481,15.36623987,4.8,10.553,-1.86720694224815,0.97,10.6,0.122505918546523,0.294,-0.729556808644574,2394,1176.813373,0.071
"Anvil","9/21/2023",7.983,12.81743987,2.8,10.259,-1.87178415009397,2.66,6.1,0.41993322327639,0.491,-0.398063584604954,2700,1176.813373,0.071
"Anvil","9/22/2023",7.582,16.62767974,2.1,9.768,-1.86833116873659,0.76,11.6,0.519075658186346,0.197,0.182049557464382,3213,1176.813373,0.071
"Anvil","9/23/2023",8.382,16.2907196,3,9.571,-1.89932769906098,0,14.9,-0.621062343278145,0.099,-0.895303420664384,NA,1176.813373,0.071
"Anvil","9/24/2023",8.382,10.36367974,5.5,9.571,-1.82360301487472,0.85,7.3,0.915645397826169,0.099,2.46106547273677,NA,1176.813373,0.071
"Anvil","9/25/2023",8.879,7.395839868,6,9.472,-1.68821402490863,9.53,4.2,0.0233634836365674,0,-0.0251337075603812,NA,1176.813373,0.071
"Anvil","9/26/2023",8.879,8.9856,7.2,9.571,-1.50464389972329,5.96,4.4,5.12919888149929,0.099,0.845036005543622,NA,1176.813373,0.071
"Anvil","9/27/2023",8.779,10.00943987,6.3,9.571,-1.2706441863418,11.97,4.3,0.271219570911457,0,0.513542781504002,NA,1176.813373,0.071
"Anvil","9/28/2023",8.68,10.78703987,5.4,9.571,-1.04122168080614,8.49,2.9,-0.819347213098056,0.198,-0.812430114654479,NA,1176.813373,0.071
"Anvil","9/29/2023",8.581,10.26431993,5.5,9.472,-0.800316004709888,3.41,4.4,-0.472348690913211,0.099,-0.232316972585144,NA,1176.813373,0.071
"Anvil","9/30/2023",8.481,12.43728007,5.1,9.373,-0.54559840318412,5,3.6,-0.174921386183344,0.098,-0.0665703605653337,NA,1176.813373,0.071
"Anvil","6/1/2024",15.664,29.47535947,1.9,5.655,1.17168164848959,0,19.1,-1.11677451782792,0.205,-1.10248668568915,14238.64,1176.813373,0.071
"Anvil","6/2/2024",13.269,17.53919934,7.4,5.86,1.10284686663969,0,9.3,-0.0262077338184105,0.205,0.720726046528764,14023.28571,1176.813373,0.071
"Anvil","6/3/2024",11.236,12.3336,8,5.962,1.2152695154846,30.48,3.5,0.667789310551279,0.102,3.45554514485563,13592.57143,1176.813373,0.071
"Anvil","6/4/2024",11.236,11.81088007,4.3,5.962,1.32310692629449,11.32,4.8,-0.323635038548278,0,1.05221927056838,13161.85714,1176.813373,0.071
"Anvil","6/5/2024",17.284,20.07071993,5.4,5.962,1.36670282347871,2.29,6.3,-0.819347213098056,0.102,0.223486210469334,12731.14286,1176.813373,0.071
"Anvil","6/6/2024",17.665,31.59215947,5.5,5.962,1.36784311034556,0,14.4,-0.472348690913211,0.102,-0.108007013570286,12300.42857,1176.813373,0.071
"Anvil","6/7/2024",19.187,31.54031895,6.9,6.064,1.36210955525447,0,17.8,-0.571491125823167,0.102,-0.398063584604954,11869.71429,1176.813373,0.071
"Anvil","6/8/2024",17.57,29.19887974,8.2,6.268,1.3586726342755,0,18.2,-0.769775995643078,0.204,-0.770993461649526,11502.57143,1176.813373,0.071
"Anvil","6/9/2024",19.377,29.04767974,9.7,6.573,1.30246130985304,0,14.5,-0.769775995643078,0.305,-1.18535999169905,11199,1176.813373,0.071
"Anvil","6/10/2024",18.521,31.536,8.6,6.978,1.09481667743648,0,11.6,-0.868918430553034,0.405,-1.10248668568915,10959,1176.813373,0.071
"Anvil","6/11/2024",17.855,29.66976079,8.2,7.28,0.918152514965896,0,14.8,-0.819347213098056,0.302,-1.226796644704,10673,1176.813373,0.071
"Anvil","6/12/2024",16.903,30.03264053,3.7,7.481,0.816056689436305,0.44,14.8,-0.571491125823167,0.201,-1.1439233386941,10341,1176.813373,0.071
"Anvil","6/13/2024",18.236,28.66752026,2.3,7.582,0.766727237160996,0,17.1,-0.670633560733123,0.101,-0.853866767659431,9963,1176.813373,0.071
"Anvil","6/14/2024",15.664,26.8056,2.5,7.682,0.736903114460281,0,19.4,-1.01763208291797,0.201,-1.10248668568915,9697.8,1176.813373,0.071
"Anvil","6/15/2024",13.461,21.59136013,2.1,7.682,0.732317876425249,2.48,13.5,0.0233634836365674,0,-0.853866767659431,9545.4,1176.813373,0.071
"Anvil","6/16/2024",12.497,21.41856013,2.1,7.682,0.735754797404222,11.47,5.2,-0.7202047781881,0.1,-0.936740073669337,9505.8,1176.813373,0.071
"Anvil","6/17/2024",13.654,22.56767974,1.9,7.582,0.740348065628457,3.35,8.7,-1.11677451782792,0.101,-1.10248668568915,9466.2,1176.813373,0.071
"Anvil","6/18/2024",16.046,24.52895947,2.5,7.481,0.740348065628457,1.9,6.6,-0.769775995643078,0,-1.18535999169905,9426.6,1176.813373,0.071
"Anvil","6/19/2024",16.427,32.29632026,1.6,7.582,0.740348065628457,0,16.1,-0.769775995643078,0.101,-1.18535999169905,9215.7,1176.813373,0.071
"Anvil","6/20/2024",18.426,31.82112026,6,7.782,0.732317876425249,0,16.9,-0.868918430553034,0.2,-0.895303420664384,8833.5,1176.813373,0.071
"Anvil","6/21/2024",18.711,31.428,10.7,7.983,0.73116955936919,0,13.9,-0.521919908368189,0.201,-0.646683502634669,8455.5,1176.813373,0.071
"Anvil","6/22/2024",19.187,30.76272026,10.6,8.282,0.719694418997805,0,16.5,-0.918489648008012,0.299,-0.729556808644574,7971,1176.813373,0.071
"Anvil","6/23/2024",18.711,30.97007974,9.9,8.481,0.704782357647447,0,15.3,-0.670633560733123,0.199,-1.10248668568915,7806,1176.813373,0.071
"Anvil","6/24/2024",18.426,31.92912026,6.2,8.68,0.693307217276062,0.91,11.7,-0.769775995643078,0.199,-0.978176726674289,7545.6,1176.813373,0.071
"Anvil","6/25/2024",19.472,31.95936079,4.1,8.779,0.684136741205999,0,17.8,-0.621062343278145,0.099,-0.563810196624764,7471.8,1176.813373,0.071
"Anvil","6/26/2024",17.094,29.44512026,8.1,8.978,0.673809917890673,0,19.3,-0.7202047781881,0.199,-1.226796644704,7158.6,1176.813373,0.071
"Anvil","6/27/2024",14.709,25.1424,6.6,9.077,0.664631411631406,0.36,10.6,-1.06720330037295,0.099,-1.30966995071391,6845.4,1176.813373,0.071
"Anvil","6/28/2024",16.427,27.27215947,6.2,9.077,0.655452905372139,0.27,7,-0.670633560733123,0,-1.30966995071391,6532.2,1176.813373,0.071
"Anvil","6/29/2024",15.664,26.88335947,6.2,9.176,0.649719350281048,0,15.3,-0.868918430553034,0.099,-1.26823329770896,6347.4,1176.813373,0.071
"Anvil","6/30/2024",16.903,25.14672026,9.4,9.176,0.642837478133898,0.33,11.2,-0.769775995643078,0,-1.26823329770896,6291,1176.813373,0.071
"Anvil","7/1/2024",17.379,28.93967974,10.3,9.275,0.640540844021781,0.66,8.3,-0.571491125823167,0.099,-1.01961337967924,6363,1176.813373,0.071
"Anvil","7/2/2024",17.57,30.48623921,8.4,9.472,0.635955605986749,0,11.5,-0.868918430553034,0.197,-1.01961337967924,6435,1176.813373,0.071
"Anvil","7/3/2024",16.046,30.91823921,6.5,9.571,0.633658971874631,0,13.1,-0.96806086546299,0.099,-0.895303420664384,6294,1176.813373,0.071
"Anvil","7/4/2024",16.999,30.8232,6.3,9.571,0.633658971874631,0,17,-0.571491125823167,0,-0.315190278595049,6657,1176.813373,0.071
"Anvil","7/5/2024",17.95,30.7584,8.4,9.669,0.630214020706455,0,21,-0.224492603638322,0.098,-0.0665703605653337,6819,1176.813373,0.071
"Anvil","7/6/2024",18.045,30.89663921,13.2,9.965,0.624480465615364,0,19.7,-0.2740638210933,0.296,0.0163029454445714,7398,1176.813373,0.071
"Anvil","7/7/2024",18.045,30.85343921,14.1,10.063,0.619895227580332,0,18.1,-0.323635038548278,0.098,0.0163029454445714,6615,1176.813373,0.071
"Anvil","7/8/2024",17.189,30.47327974,14.3,10.259,0.602686532117857,0,18.2,-0.521919908368189,0.196,-0.108007013570286,6093,1176.813373,0.071
"Anvil","7/9/2024",17.57,30.29184053,15.8,10.553,0.587774470767499,0,18.9,-0.2740638210933,0.294,-0.0251337075603812,5250,1176.813373,0.071
"Anvil","7/10/2024",17.094,30.24,16.6,10.748,0.569417458248965,0,18.5,-0.621062343278145,0.195,-0.439500237609906,5148,1176.813373,0.071
"Anvil","7/11/2024",15.473,30.24432026,10.8,10.846,0.548763811618313,0,18.2,-1.01763208291797,0.098,-0.688120155639621,5217,1176.813373,0.071
"Anvil","7/12/2024",16.237,30.37392026,10.1,10.944,0.531563146345041,0,16.2,-0.7202047781881,0.098,-0.356626931600001,4980,1176.813373,0.071
"Anvil","7/13/2024",16.427,30.20112026,9.6,10.846,0.512057816770448,0,18.6,-0.670633560733123,0,-0.232316972585144,5028,1176.813373,0.071
"Anvil","7/14/2024",16.046,29.96352026,12.4,10.944,0.493700804251913,0,18.7,-0.918489648008012,0.098,-0.480936890614859,4869,1176.813373,0.071
"Anvil","7/15/2024",15.091,30.03263921,11.4,10.944,0.476492108789438,0,16.3,-0.868918430553034,0.098,-0.646683502634669,5157,1176.813373,0.071
"Anvil","7/16/2024",15.187,28.4472,10.6,10.944,0.46158004743908,0,16.5,-0.621062343278145,0.098,-0.149443666575239,5301,1176.813373,0.071
"Anvil","7/17/2024",15.664,25.87248105,12.2,11.041,0.440934430997631,0,21.1,-0.7202047781881,0.195,-0.605246849629716,4569,1176.813373,0.071
"Anvil","7/18/2024",14.996,27.2808,12.2,11.139,0.420272754177776,0,16.1,-1.01763208291797,0.098,-0.563810196624764,4386,1176.813373,0.071
"Anvil","7/19/2024",14.9,29.54447974,11.3,11.236,0.398510941437082,0,15.8,-0.769775995643078,0.097,-0.563810196624764,4279.5,1176.813373,0.071
"Anvil","7/20/2024",14.996,29.41487974,11.8,11.236,0.378997581673286,0,16.2,-0.769775995643078,0,-0.232316972585144,5125.5,1176.813373,0.071
"Anvil","7/21/2024",14.996,28.41695947,12.2,11.236,0.354907014063661,0,19.7,-0.96806086546299,0.097,-0.978176726674289,5267.25,1176.813373,0.071
