"Site","Datetime","mean_WT","Solar_3d","Air_tmax_2day","Air_tmin","GWT_max","GWL_max_7day","ppt","Air_trange","WL_daily_range","GWT_range","GWL_range","Water_area_m2_3d","Elev_m","Size_km2"
"Anvil","6/1/2023",12.20938,33.43391982,14.25,1.5,5.86,2.6194123391792,0,10.6,-0.521919908368189,0.103,-0.108007013570286,22355,1176.813373,0.071
"Anvil","6/2/2023",12.53058,32.2992,14.3,1.4,5.86,2.43815490848439,0,15.1,-0.422777473458233,0,-0.0251337075603812,20832,1176.813373,0.071
"Anvil","6/3/2023",13.0245,31.64831982,18.1,2.5,5.86,2.24084512957235,0,17.2,0.0233634836365674,0,0.264922863474286,18849,1176.813373,0.071
"Anvil","6/4/2023",13.73963,31.65983965,21.4,3.7,5.962,2.02631862500864,0,19.4,-0.571491125823167,0.102,-0.149443666575239,17035,1176.813373,0.071
"Anvil","6/5/2023",14.03558,31.55615947,22.6,5.5,6.064,1.80836322965516,0,16.6,0.320790788366434,0.102,0.347796169484192,14874,1176.813373,0.071
"Anvil","6/6/2023",14.73821,31.4928,24.1,6.8,6.166,1.60186691429466,0,19.3,-0.0262077338184105,0.102,0.223486210469334,13116,1176.813373,0.071
"Anvil","6/7/2023",14.70729,31.3056,26.55,11.5,6.471,1.41488395869796,0,15.5,0.122505918546523,0.305,0.0991762514544765,11622.75,1176.813373,0.071
"Anvil","6/8/2023",14.34908,27.18144009,26.6,10.8,6.978,1.25198354052167,0,15.4,-0.323635038548278,0.507,-0.853866767659431,10910.25,1176.813373,0.071
"Anvil","6/9/2023",13.45725,19.60415969,22.55,9.5,7.179,1.11661864112319,1.29,9.4,-1.06720330037295,0.201,-1.18535999169905,10228.5,1176.813373,0.071
"Anvil","6/10/2023",13.36504,18.3340804,15.5,6.7,7.28,1.02025637068469,2.72,5.4,-0.769775995643078,0.101,-0.398063584604954,9546.75,1176.813373,0.071
"Anvil","6/11/2023",13.98292,22.26240066,15.75,5.8,7.682,0.958303460981937,0,13.6,0.122505918546523,0.301,-0.0251337075603812,8987.25,1176.813373,0.071
"Anvil","6/12/2023",14.44383,29.60064053,22.05,6.2,7.983,0.919300832021954,0,18.5,0.271219570911457,0.301,-0.0251337075603812,8537.25,1176.813373,0.071
"Anvil","6/13/2023",14.50813,30.73824053,25.05,9.9,8.282,0.905537087727655,0,15.5,-0.174921386183344,0.299,-0.273753625590096,8196.75,1176.813373,0.071
"Anvil","6/14/2023",13.32742,30.62016035,22.55,4.9,8.382,0.903240453615538,0,14.8,-0.571491125823167,0.1,-0.480936890614859,7843.5,1176.813373,0.071
"Anvil","6/15/2023",13.13021,30.81888018,16.5,3.4,8.481,0.905537087727655,0.44,9.9,-0.422777473458233,0.099,-0.480936890614859,7490.25,1176.813373,0.071
"Anvil","6/16/2023",13.65108,29.18303965,16.2,3.5,8.581,0.918152514965896,0,15.6,0.122505918546523,0.1,0.0577395984495239,7330.607143,1176.813373,0.071
"Anvil","6/17/2023",13.66538,28.54943965,21.05,5.9,8.879,0.912418959874805,0,17.1,-0.769775995643078,0.298,-1.06105003268419,7364.571429,1176.813373,0.071
"Anvil","6/18/2023",12.08521,23.01408018,19.15,2.8,8.978,0.925042417302248,0.94,12.5,0.0233634836365674,0.199,-0.605246849629716,7592.142857,1176.813373,0.071
"Anvil","6/19/2023",11.33958,17.74944031,11.7,0.9,8.779,0.939954478652606,12.22,7.2,-0.7202047781881,0.298,-0.895303420664384,7819.714286,1176.813373,0.071
"Anvil","6/20/2023",11.29996,15.28127996,8,1.1,8.581,0.951421588834787,6.88,6.8,-0.323635038548278,0.199,-0.646683502634669,8047.285714,1176.813373,0.071
"Anvil","6/21/2023",11.2725,21.01823943,9.55,1.5,8.382,0.96519336331829,0.49,9.7,0.0729347010915453,0.2,0.0577395984495239,8274.857143,1176.813373,0.071
"Anvil","6/22/2023",11.81617,28.50623965,15.05,1.6,8.382,0.980105424668648,0,17.3,0.866074180371191,0.1,0.472106128499049,8502.428571,1176.813373,0.071
"Anvil","6/23/2023",12.52433,32.0112,20.95,6.3,8.68,0.981253741724707,0,16.7,0.519075658186346,0.298,0.0577395984495239,8386.142857,1176.813373,0.071
"Anvil","6/24/2023",12.66446,32.00544053,22.65,7.5,8.879,0.993869168962947,0,14.8,0.568646875641324,0.1,0.306359516479239,7926,1176.813373,0.071
"Anvil","6/25/2023",12.93808,31.9363207,22.35,6.7,9.176,0.989283930927915,0,15.7,0.667789310551279,0.198,0.347796169484192,7122,1176.813373,0.071
"Anvil","6/26/2023",13.24775,31.78080088,22.55,7,9.472,0.988135613871856,0,15.7,0.469504440731368,0.296,0.389232822489144,6505,1176.813373,0.071
"Anvil","6/27/2023",13.44042,31.58784053,22.15,7.9,9.669,0.985838979759738,0,13.7,0.41993322327639,0.197,0.347796169484192,6075,1176.813373,0.071
"Anvil","6/28/2023",13.37183,31.39488018,21.5,7.5,9.866,0.974363839388354,0,13.9,0.667789310551279,0.098,0.637852740518859,5832,1176.813373,0.071
"Anvil","6/29/2023",13.78863,31.36608018,22.9,8.6,10.161,0.96519336331829,0,15.8,1.11393026764608,0.196,0.927909311553527,5589,1176.813373,0.071
"Anvil","6/30/2023",14.08063,31.38048018,25.55,9.9,10.357,0.959451778037996,0,16.8,1.11393026764608,0.196,0.927909311553527,5322,1176.813373,0.071
"Anvil","7/1/2023",13.65654,31.27968018,27.1,9.5,10.553,0.958303460981937,0,18,1.0643590501911,0.098,1.05221927056838,5116.875,1176.813373,0.071
"Anvil","7/2/2023",13.39983,30.97151982,26.1,7.5,10.553,0.950273271778729,0,17.2,1.16350148510106,0.098,1.09365592357334,4973.625,1176.813373,0.071
"Anvil","7/3/2023",13.33992,30.79296035,25.55,7.6,10.553,0.942243082575521,0,18.8,1.31221513746599,0.098,1.34227584160305,4916.25,1176.813373,0.071
"Anvil","7/4/2023",13.17913,30.81024053,26.5,8.5,10.651,0.928479338281221,0,18.1,1.21307270255604,0.098,1.3008391885981,4858.875,1176.813373,0.071
"Anvil","7/5/2023",12.97838,30.8563207,27.1,12.3,10.651,0.911270642818746,0,15.3,1.5105000072859,0.098,1.383712494608,4801.5,1176.813373,0.071
"Anvil","7/6/2023",13.01479,30.67776035,28.8,13,10.748,0.896358581468388,0,17,1.5105000072859,0.097,1.383712494608,4744.125,1176.813373,0.071
"Anvil","7/7/2023",13.11167,30.38976035,28.95,11.5,10.944,0.876861282082998,0,16.4,1.0643590501911,0.196,1.09365592357334,4686.75,1176.813373,0.071
"Anvil","7/8/2023",12.91067,30.27456035,26.9,9.3,11.041,0.852770714473373,0,16.6,1.41135757237595,0.097,1.3008391885981,4629.375,1176.813373,0.071
"Anvil","7/9/2023",12.7215,30.14208018,25.8,8.6,11.139,0.829820433730604,0,17.1,1.11393026764608,0.195,1.21796588258819,4589.625,1176.813373,0.071
"Anvil","7/10/2023",12.81446,30.18816035,25.6,9.1,11.236,0.793114438882739,0,16.4,0.618218093096301,0.195,0.596416087513907,4567.5,1176.813373,0.071
"Anvil","7/11/2023",12.40754,30.168,22.9,8.4,11.334,0.77246882244129,0,11.9,1.31221513746599,0.293,1.17652922958324,4207.5,1176.813373,0.071
"Anvil","7/12/2023",12.31492,29.93471982,21.75,8.4,11.236,0.752963492866697,0,14.8,1.21307270255604,0.195,1.09365592357334,3919.5,1176.813373,0.071
"Anvil","7/13/2023",12.19,29.66111982,23.5,9.5,11.236,0.727724608201013,0,14.3,0.965216615281147,0.195,1.01078261756343,3703.5,1176.813373,0.071
"Anvil","7/14/2023",12.08083,29.6352,24.2,9.7,11.236,0.708227308815624,0,14.9,1.41135757237595,0.195,1.25940253559315,3915,1176.813373,0.071
"Anvil","7/15/2023",11.87033,29.70144053,26.6,10,11.334,0.689870296297089,0,18.6,1.5105000072859,0.195,1.63233241263772,4126.5,1176.813373,0.071
"Anvil","7/16/2023",11.74975,29.19168018,30.35,11.5,11.431,0.673809917890673,0,20.6,1.60964244219586,0.195,1.46658580061791,4199.7,1176.813373,0.071
"Anvil","7/17/2023",11.41813,29.08511982,30.1,10.4,11.625,0.65430458831608,0,17.7,0.469504440731368,0.194,0.389232822489144,4134.6,1176.813373,0.071
"Anvil","7/18/2023",10.93013,29.232,23.9,7,11.722,0.638244209909663,0,12.7,1.70878487710581,0.291,1.59089575963277,3931.2,1176.813373,0.071
"Anvil","7/19/2023",11.18629,29.4912,23.35,6.6,11.528,0.621035514447188,0,20.4,1.60964244219586,0.194,1.67376906564267,3727.8,1176.813373,0.071
"Anvil","7/20/2023",11.454,29.12256035,28.65,13.2,11.625,0.603834849173915,0,17.1,1.70878487710581,0.194,1.50802245362286,3524.4,1176.813373,0.071
"Anvil","7/21/2023",11.67283,28.92383965,29.2,11.6,11.819,0.587774470767499,0,16.5,1.56007122474088,0.194,1.42514914761296,3688.8,1176.813373,0.071
"Anvil","7/22/2023",11.67675,28.872,27.55,10.9,12.013,0.565972507080788,0,16.1,1.46092878983093,0.194,1.46658580061791,3576,1176.813373,0.071
"Anvil","7/23/2023",11.44975,28.7712,27,11.2,12.11,0.541881939471163,0,15.8,1.26264392001101,0.194,1.3008391885981,3546,1176.813373,0.071
"Anvil","7/24/2023",10.89042,27.92736035,27,10.6,12.207,0.531563146345041,0,16.4,0.568646875641324,0.291,0.306359516479239,3160.2,1176.813373,0.071
"Anvil","7/25/2023",11.06475,27.94176035,24.05,8.7,12.013,0.494849121307972,0.7,12.4,0.320790788366434,0.097,0.389232822489144,3063.6,1176.813373,0.071
"Anvil","7/26/2023",10.6855,28.09728018,20.8,7.3,12.11,0.478788742901555,0,13.2,1.11393026764608,0.291,1.21796588258819,2896.2,1176.813373,0.071
"Anvil","7/27/2023",10.46192,28.77984053,22.2,6.1,11.916,0.466173315663315,0,17.8,1.0643590501911,0.291,1.17652922958324,2728.8,1176.813373,0.071
"Anvil","7/28/2023",10.27396,28.71071982,22.95,7.6,11.819,0.450112937256899,0,14.4,1.16350148510106,0.291,1.34227584160305,2561.4,1176.813373,0.071
"Anvil","7/29/2023",10.15571,28.50623965,23.05,7.5,11.722,0.434052558850482,0,16.6,1.16350148510106,0.194,1.17652922958324,2278.8,1176.813373,0.071
"Anvil","7/30/2023",9.935208,28.34783965,23.55,7.6,11.722,0.421396980666226,0,15.4,1.11393026764608,0.194,1.25940253559315,2129.25,1176.813373,0.071
"Anvil","7/31/2023",9.347792,28.39391982,22.8,6.9,11.722,0.411118338486119,0,15.7,1.46092878983093,0.194,1.54945910662781,2112.75,1176.813373,0.071
"Anvil","8/1/2023",9.20375,28.50911982,23.4,6.2,11.722,0.413366791463017,0,18,1.85749852947075,0.291,1.88095233066743,2344.5,1176.813373,0.071
"Anvil","8/2/2023",9.253417,28.55519912,25.35,6.3,11.625,0.391604978722323,0,20.2,1.5105000072859,0.194,1.59089575963277,2576.25,1176.813373,0.071
"Anvil","8/3/2023",9.319375,28.36223965,26.25,8.9,11.625,0.366390184624249,0,17.1,1.46092878983093,0.194,1.67376906564267,2577.75,1176.813373,0.071
"Anvil","8/4/2023",9.216875,27.4896,25.75,9.6,11.722,0.326239238608207,0,15.9,0.667789310551279,0.097,0.306359516479239,2472,1176.813373,0.071
"Anvil","8/5/2023",9.233417,24.88896035,24.35,11.9,11.722,0.287212519080615,0,11.3,-0.0262077338184105,0.097,-0.315190278595049,2259,1176.813373,0.071
"Anvil","8/6/2023",9.336292,23.26751982,22.15,12.6,11.819,0.248185799553022,0,8.5,-0.224492603638322,0.097,-0.190880319580191,2169,1176.813373,0.071
"Anvil","8/7/2023",9.504625,23.03711982,20.85,11.5,11.916,0.205786400560082,0,9.1,0.519075658186346,0.097,0.969345964558479,2079,1176.813373,0.071
"Anvil","8/8/2023",9.562,23.93568018,21.9,9.1,12.11,0.159853718317731,0,14.1,1.46092878983093,0.291,1.42514914761296,1989,1176.813373,0.071
"Anvil","8/9/2023",9.779417,25.12224053,24.55,8.4,12.11,0.0979409595609945,0,17.5,0.717360528006257,0.097,0.720726046528764,2062.5,1176.813373,0.071
"Anvil","8/10/2023",9.865583,25.58304053,24.5,11.2,12.304,0.0336994459353279,0,11.9,1.01478783273612,0.194,0.803599352538669,2299.5,1176.813373,0.071
"Anvil","8/11/2023",9.660333,26.72351982,22.75,9.1,12.304,-0.0236361049755795,0,13.3,1.16350148510106,0.291,0.927909311553527,2116.5,1176.813373,0.071
"Anvil","8/12/2023",9.668417,26.60831982,23.35,8.6,12.304,-0.087877618601246,0,15.7,1.46092878983093,0.291,1.34227584160305,1350,1176.813373,0.071
"Anvil","8/13/2023",10.00429,26.4096,25.45,9.2,12.304,-0.16938403901381,0,17.4,1.36178635492097,0.194,1.21796588258819,1293,1176.813373,0.071
"Anvil","8/14/2023",10.38892,26.2051207,28.1,15.3,12.594,-0.261169101606482,0,14.3,1.65921365965084,0.29,1.21796588258819,1689,1176.813373,0.071
"Anvil","8/15/2023",10.80858,26.0179207,31.55,16.6,12.883,-0.36556156124819,0,16.9,1.46092878983093,0.289,1.09365592357334,2538,1176.813373,0.071
"Anvil","8/16/2023",11.21896,25.9171207,33.65,18.2,13.173,-0.45847085032931,0,15.6,1.31221513746599,0.29,1.13509257657829,2547,1176.813373,0.071
"Anvil","8/17/2023",11.31708,22.45824053,34.2,17.2,13.461,-0.55483312076781,0,17.4,1.01478783273612,0.192,0.637852740518859,2544,1176.813373,0.071
"Anvil","8/18/2023",11.20321,22.5648,31.75,14.2,13.558,-0.65119539120631,0,14.7,0.618218093096301,0.193,0.513542781504002,2529,1176.813373,0.071
"Anvil","8/19/2023",9.958083,22.58495947,26.2,7.5,13.365,-0.736074491084222,0,16,1.16350148510106,0.482,1.05221927056838,2565,1176.813373,0.071
"Anvil","8/20/2023",10.21679,25.74431895,24.25,7.9,12.883,-0.827859553676893,0,17.1,0.766931745461235,0.289,0.596416087513907,2549.25,1176.813373,0.071
"Anvil","8/21/2023",10.32767,24.89759912,25.15,11.2,12.594,-0.920768842758013,0,14.1,0.0729347010915453,0.193,0.140612904459429,2481.75,1176.813373,0.071
"Anvil","8/22/2023",10.06154,22.06079956,23.35,7.7,12.401,-0.999946508301647,0,13.7,0.618218093096301,0.194,0.596416087513907,2299.5,1176.813373,0.071
"Anvil","8/23/2023",9.618417,21.91392026,19.75,7,12.207,-1.07679541897635,0,11.1,0.766931745461235,0.291,0.637852740518859,2117.25,1176.813373,0.071
"Anvil","8/24/2023",9.482583,22.35168062,19.6,7.5,12.013,-1.15131557478212,0,13.6,1.21307270255604,0.291,0.845036005543622,1914.75,1176.813373,0.071
"Anvil","8/25/2023",10.57288,24.4627207,23,9.1,11.916,-1.21555708840779,0,15.8,0.618218093096301,0.194,0.762162699533717,1593,1176.813373,0.071
"Anvil","8/26/2023",10.97588,24.21216035,25.65,12.4,12.11,-1.3004361882857,0,14,1.01478783273612,0.194,0.762162699533717,1438.5,1176.813373,0.071
"Anvil","8/27/2023",11.65321,23.88384053,26.95,12.8,12.401,-1.37045943813768,0,14.7,1.36178635492097,0.291,0.969345964558479,1471.5,1176.813373,0.071
"Anvil","8/28/2023",12.27133,23.9472,28.65,12.6,12.594,-1.43927815960917,0,17.2,1.01478783273612,0.193,0.720726046528764,1791,1176.813373,0.071
"Anvil","8/29/2023",12.55767,22.8528,27.2,10.8,12.787,-1.52303303299864,0.58,13.8,-0.819347213098056,0.193,-0.895303420664384,2110.5,1176.813373,0.071
"Anvil","8/30/2023",11.99279,21.93119956,19.85,8.7,12.69,-1.58494579175537,1.41,6.4,-0.472348690913211,0.193,-0.770993461649526,2430,1176.813373,0.071
"Anvil","8/31/2023",11.22775,16.54847996,16,8.2,12.497,-1.48745929482842,1.22,8.7,-0.2740638210933,0.387,4.49146146997944,2749.5,1176.813373,0.071
"Anvil","9/1/2023",10.74438,15.31296013,14.75,9.7,12.11,-1.38997279790148,14.1,2.9,-0.819347213098056,0.097,-0.729556808644574,3069,1176.813373,0.071
"Anvil","9/2/2023",10.62158,15.44544031,13.95,10.5,12.013,-1.28782879123667,1.01,4.8,0.667789310551279,0.194,0.637852740518859,3388.5,1176.813373,0.071
"Anvil","9/3/2023",11.17521,19.87200044,19.25,11.2,12.013,-1.20752689920458,0,12,-0.373206256003255,0.194,-0.522373543619811,3509.25,1176.813373,0.071
"Anvil","9/4/2023",11.33363,21.36096035,20.35,8.6,12.013,-1.12955376204143,2.33,8.9,-0.868918430553034,0,-0.812430114654479,3431.25,1176.813373,0.071
"Anvil","9/5/2023",10.73996,21.70080044,15.05,6.6,12.013,-1.03664447296031,0.46,6,0.519075658186346,0.194,0.389232822489144,3154.5,1176.813373,0.071
"Anvil","9/6/2023",9.684833,22.09824009,15.25,5.5,11.819,-0.960919788774055,0,12.4,0.915645397826169,0.388,0.886472658548574,2877.75,1176.813373,0.071
"Anvil","9/7/2023",9.640333,20.10815991,18.8,5.1,11.528,-1.05615783272411,0,14.6,0.915645397826169,0.292,0.803599352538669,2669.25,1176.813373,0.071
"Anvil","9/8/2023",9.459542,19.90943965,19.45,6.6,11.334,-1.16512750021164,0,12.6,1.46092878983093,0.195,0.927909311553527,2529,1176.813373,0.071
"Anvil","9/9/2023",9.541875,19.70495991,20.8,6.3,11.139,-1.27755014905656,0,16.1,1.56007122474088,0.098,1.05221927056838,2498.25,1176.813373,0.071
"Anvil","9/10/2023",9.808625,21.4704,23.85,10.8,11.139,-1.38073808031779,0,14.5,1.46092878983093,0.098,1.01078261756343,2508.75,1176.813373,0.071
"Anvil","9/11/2023",10.16483,20.8656,24.65,10.3,11.236,-1.48400631347104,0,13.7,1.11393026764608,0.097,0.596416087513907,2560.5,1176.813373,0.071
"Anvil","9/12/2023",10.22208,20.24927974,22.1,9.2,11.236,-1.59185175447013,0,11,0.766931745461235,0.195,0.223486210469334,2612.25,1176.813373,0.071
"Anvil","9/13/2023",10.04629,20.28959956,20.2,8.9,11.139,-1.69511998762339,0,11.3,0.866074180371191,0.098,0.182049557464382,2552.25,1176.813373,0.071
"Anvil","9/14/2023",9.269292,20.63231982,21.1,8.2,11.139,-1.76281448260644,0,13.8,1.85749852947075,0.195,0.969345964558479,2380.5,1176.813373,0.071
"Anvil","9/15/2023",9.295,21.02975991,24.3,9.5,10.944,-1.81669705215997,0,17.1,1.75835609456079,0.196,0.886472658548574,2260.5,1176.813373,0.071
"Anvil","9/16/2023",9.566292,20.74752026,27.85,11.6,10.944,-1.85114656384173,0,17.5,1.70878487710581,0.098,1.01078261756343,2304,1176.813373,0.071
"Anvil","9/17/2023",9.763333,20.15135991,28.8,10.6,10.944,-1.86833116873659,0,17.9,1.26264392001101,0.098,0.513542781504002,2406,1176.813373,0.071
"Anvil","9/18/2023",10.0545,19.34784009,25.95,9.9,10.944,-1.8786098109167,0,13.5,-0.125350168728366,0.098,-0.605246849629716,2403,1176.813373,0.071
"Anvil","9/19/2023",8.521625,18.97055991,19.65,4.6,10.944,-1.86945539522504,0,11.3,0.469504440731368,0.391,-0.108007013570286,2295,1176.813373,0.071
"Anvil","9/20/2023",8.036167,16.4016,15.65,4.8,10.553,-1.86720694224815,0.97,10.6,0.122505918546523,0.294,-0.729556808644574,2394,1176.813373,0.071
"Anvil","9/21/2023",7.115542,14.89535991,12.15,2.8,10.259,-1.87178415009397,2.66,6.1,0.41993322327639,0.491,-0.398063584604954,2700,1176.813373,0.071
"Anvil","9/22/2023",6.87575,14.97887974,11.3,2.1,9.768,-1.86833116873659,0.76,11.6,0.519075658186346,0.197,0.182049557464382,3213,1176.813373,0.071
"Anvil","9/23/2023",7.408708,15.51167974,15.8,3,9.571,-1.89932769906098,0,14.9,-0.621062343278145,0.099,-0.895303420664384,NA,1176.813373,0.071
"Anvil","9/24/2023",8.052958,13.34303965,15.35,5.5,9.571,-1.82360301487472,0.85,7.3,0.915645397826169,0.099,2.46106547273677,NA,1176.813373,0.071
"Anvil","9/25/2023",8.53925,9.357119824,11.5,6,9.472,-1.68821402490863,9.53,4.2,0.0233634836365674,0,-0.0251337075603812,NA,1176.813373,0.071
"Anvil","9/26/2023",8.762875,8.472959912,10.9,7.2,9.571,-1.50464389972329,5.96,4.4,5.12919888149929,0.099,0.845036005543622,NA,1176.813373,0.071
"Anvil","9/27/2023",8.584875,9.120959912,11.1,6.3,9.571,-1.2706441863418,11.97,4.3,0.271219570911457,0,0.513542781504002,NA,1176.813373,0.071
"Anvil","9/28/2023",8.443875,10.73375991,9.45,5.4,9.571,-1.04122168080614,8.49,2.9,-0.819347213098056,0.198,-0.812430114654479,NA,1176.813373,0.071
"Anvil","9/29/2023",8.472917,9.973439868,9.1,5.5,9.472,-0.800316004709888,3.41,4.4,-0.472348690913211,0.099,-0.232316972585144,NA,1176.813373,0.071
"Anvil","9/30/2023",8.182167,12.35232004,9.3,5.1,9.373,-0.54559840318412,5,3.6,-0.174921386183344,0.098,-0.0665703605653337,NA,1176.813373,0.071
"Anvil","6/1/2024",13.26096,31.25663965,17.55,1.9,5.655,1.17168164848959,0,19.1,-1.11677451782792,0.205,-1.10248668568915,14238.64,1176.813373,0.071
"Anvil","6/2/2024",11.98004,22.82399956,18.85,7.4,5.86,1.10284686663969,0,9.3,-0.0262077338184105,0.205,0.720726046528764,14023.28571,1176.813373,0.071
"Anvil","6/3/2024",10.14729,16.74143965,14.1,8,5.962,1.2152695154846,30.48,3.5,0.667789310551279,0.102,3.45554514485563,13592.57143,1176.813373,0.071
"Anvil","6/4/2024",10.03188,11.04767996,10.3,4.3,5.962,1.32310692629449,11.32,4.8,-0.323635038548278,0,1.05221927056838,13161.85714,1176.813373,0.071
"Anvil","6/5/2024",13.02,18.42912004,10.4,5.4,5.962,1.36670282347871,2.29,6.3,-0.819347213098056,0.102,0.223486210469334,12731.14286,1176.813373,0.071
"Anvil","6/6/2024",14.79579,23.8867196,15.8,5.5,5.962,1.36784311034556,0,14.4,-0.472348690913211,0.102,-0.108007013570286,12300.42857,1176.813373,0.071
"Anvil","6/7/2024",15.3745,31.5820793,22.3,6.9,6.064,1.36210955525447,0,17.8,-0.571491125823167,0.102,-0.398063584604954,11869.71429,1176.813373,0.071
"Anvil","6/8/2024",15.47425,29.97215947,25.55,8.2,6.268,1.3586726342755,0,18.2,-0.769775995643078,0.204,-0.770993461649526,11502.57143,1176.813373,0.071
"Anvil","6/9/2024",16.13354,29.88575947,25.3,9.7,6.573,1.30246130985304,0,14.5,-0.769775995643078,0.305,-1.18535999169905,11199,1176.813373,0.071
"Anvil","6/10/2024",15.65292,29.96928018,22.2,8.6,6.978,1.09481667743648,0,11.6,-0.868918430553034,0.405,-1.10248668568915,10959,1176.813373,0.071
"Anvil","6/11/2024",15.391,30.19968018,21.6,8.2,7.28,0.918152514965896,0,14.8,-0.819347213098056,0.302,-1.226796644704,10673,1176.813373,0.071
"Anvil","6/12/2024",14.51942,30.6259207,20.75,3.7,7.481,0.816056689436305,0.44,14.8,-0.571491125823167,0.201,-1.1439233386941,10341,1176.813373,0.071
"Anvil","6/13/2024",14.36013,28.28736035,18.95,2.3,7.582,0.766727237160996,0,17.1,-0.670633560733123,0.101,-0.853866767659431,9963,1176.813373,0.071
"Anvil","6/14/2024",13.67425,28.71648018,20.65,2.5,7.682,0.736903114460281,0,19.4,-1.01763208291797,0.201,-1.10248668568915,9697.8,1176.813373,0.071
"Anvil","6/15/2024",12.26638,22.65984009,18.75,2.1,7.682,0.732317876425249,2.48,13.5,0.0233634836365674,0,-0.853866767659431,9545.4,1176.813373,0.071
"Anvil","6/16/2024",10.84571,23.88384009,11.45,2.1,7.682,0.735754797404222,11.47,5.2,-0.7202047781881,0.1,-0.936740073669337,9505.8,1176.813373,0.071
"Anvil","6/17/2024",11.4945,19.83455991,8.95,1.9,7.582,0.740348065628457,3.35,8.7,-1.11677451782792,0.101,-1.10248668568915,9466.2,1176.813373,0.071
"Anvil","6/18/2024",12.64696,25.84223965,9.85,2.5,7.481,0.740348065628457,1.9,6.6,-0.769775995643078,0,-1.18535999169905,9426.6,1176.813373,0.071
"Anvil","6/19/2024",13.3305,27.0864,13.4,1.6,7.582,0.740348065628457,0,16.1,-0.769775995643078,0.101,-1.18535999169905,9215.7,1176.813373,0.071
"Anvil","6/20/2024",14.85304,32.0112,20.3,6,7.782,0.732317876425249,0,16.9,-0.868918430553034,0.2,-0.895303420664384,8833.5,1176.813373,0.071
"Anvil","6/21/2024",15.41988,31.68576035,23.75,10.7,7.983,0.73116955936919,0,13.9,-0.521919908368189,0.201,-0.646683502634669,8455.5,1176.813373,0.071
"Anvil","6/22/2024",16.10521,30.9888,25.85,10.6,8.282,0.719694418997805,0,16.5,-0.918489648008012,0.299,-0.729556808644574,7971,1176.813373,0.071
"Anvil","6/23/2024",15.91233,31.1184,26.15,9.9,8.481,0.704782357647447,0,15.3,-0.670633560733123,0.199,-1.10248668568915,7806,1176.813373,0.071
"Anvil","6/24/2024",15.54075,31.32288018,21.55,6.2,8.68,0.693307217276062,0.91,11.7,-0.769775995643078,0.199,-0.978176726674289,7545.6,1176.813373,0.071
"Anvil","6/25/2024",15.53071,31.91616035,19.9,4.1,8.779,0.684136741205999,0,17.8,-0.621062343278145,0.099,-0.563810196624764,7471.8,1176.813373,0.071
"Anvil","6/26/2024",15.18496,30.30624053,24.65,8.1,8.978,0.673809917890673,0,19.3,-0.7202047781881,0.199,-1.226796644704,7158.6,1176.813373,0.071
"Anvil","6/27/2024",13.51704,27.39168018,22.3,6.6,9.077,0.664631411631406,0.36,10.6,-1.06720330037295,0.099,-1.30966995071391,6845.4,1176.813373,0.071
"Anvil","6/28/2024",13.54683,27.18143965,15.2,6.2,9.077,0.655452905372139,0.27,7,-0.670633560733123,0,-1.30966995071391,6532.2,1176.813373,0.071
"Anvil","6/29/2024",13.54654,25.68383965,17.35,6.2,9.176,0.649719350281048,0,15.3,-0.868918430553034,0.099,-1.26823329770896,6347.4,1176.813373,0.071
"Anvil","6/30/2024",14.32575,27.18431982,21.05,9.4,9.176,0.642837478133898,0.33,11.2,-0.769775995643078,0,-1.26823329770896,6291,1176.813373,0.071
"Anvil","7/1/2024",14.57146,26.79551982,19.6,10.3,9.275,0.640540844021781,0.66,8.3,-0.571491125823167,0.099,-1.01961337967924,6363,1176.813373,0.071
"Anvil","7/2/2024",14.78771,29.58623965,19.25,8.4,9.472,0.635955605986749,0,11.5,-0.868918430553034,0.197,-1.01961337967924,6435,1176.813373,0.071
"Anvil","7/3/2024",13.96492,30.64319912,19.75,6.5,9.571,0.633658971874631,0,13.1,-0.96806086546299,0.099,-0.895303420664384,6294,1176.813373,0.071
"Anvil","7/4/2024",14.15079,30.84191982,21.45,6.3,9.571,0.633658971874631,0,17,-0.571491125823167,0,-0.315190278595049,6657,1176.813373,0.071
"Anvil","7/5/2024",15.01363,30.82463965,26.35,8.4,9.669,0.630214020706455,0,21,-0.224492603638322,0.098,-0.0665703605653337,6819,1176.813373,0.071
"Anvil","7/6/2024",15.18575,30.82751982,31.15,13.2,9.965,0.624480465615364,0,19.7,-0.2740638210933,0.296,0.0163029454445714,7398,1176.813373,0.071
"Anvil","7/7/2024",14.93496,30.84479912,32.55,14.1,10.063,0.619895227580332,0,18.1,-0.323635038548278,0.098,0.0163029454445714,6615,1176.813373,0.071
"Anvil","7/8/2024",14.87196,30.63743965,32.35,14.3,10.259,0.602686532117857,0,18.2,-0.521919908368189,0.196,-0.108007013570286,6093,1176.813373,0.071
"Anvil","7/9/2024",15.1355,30.4416,33.6,15.8,10.553,0.587774470767499,0,18.9,-0.2740638210933,0.294,-0.0251337075603812,5250,1176.813373,0.071
"Anvil","7/10/2024",14.86558,30.22848018,34.9,16.6,10.748,0.569417458248965,0,18.5,-0.621062343278145,0.195,-0.439500237609906,5148,1176.813373,0.071
